#{"t_start": 1681299143.4816067, "env_id": "Walker2d-v2"}
r,l,t
339.937283,163,165.371366
449.845954,231,165.550906
388.126446,200,165.702135
396.412397,184,165.841454
344.260537,165,165.969969
443.69197,191,166.119509
437.392526,206,166.279341
416.157393,196,166.427931
425.943143,181,166.566982
462.890572,212,166.726204
442.393413,209,167.08765
360.570327,177,167.230695
12.31768,31,167.255086
435.442663,199,167.414917
551.914841,212,167.581943
480.815733,198,167.737316
393.057367,179,167.880027
439.252711,190,168.030881
425.309698,202,168.194261
375.643389,188,168.341765
413.241794,183,168.48405
390.698838,185,168.821362
439.566344,228,169.003772
437.743541,199,169.164584
408.931661,185,169.309619
367.435989,171,169.438803
449.509538,206,169.599928
432.692251,189,169.749565
358.939108,176,169.887689
374.249866,160,170.012677
571.076713,278,170.23226
540.65725,245,170.626981
531.031142,201,170.785512
488.6296,245,171.001965
519.153573,235,171.196633
431.921252,192,171.34772
386.317446,158,171.473867
441.467149,191,171.627279
382.395728,169,171.760571
441.474726,194,171.915859
448.312494,200,172.074868
470.172943,218,172.246463
455.29824,205,172.61514
444.502741,181,172.7589
373.838529,174,172.895807
511.298366,227,173.078104
553.753538,245,173.272432
436.741999,180,173.412826
432.221908,201,173.570529
391.172693,189,173.718831
447.158419,192,173.870363
454.794166,213,174.037804
483.521934,219,174.39375
455.634926,199,174.548824
421.798008,182,174.691162
505.579868,198,174.844531
466.023007,209,175.007976
504.227477,227,175.186317
433.901036,180,175.325879
467.134603,205,175.485175
467.031409,234,175.668398
372.198394,152,175.778978
553.15926,281,176.182358
446.066319,205,176.342963
452.820763,192,176.491661
327.146832,148,176.607653
488.114916,219,176.782748
499.047033,213,176.949773
445.477913,209,177.114363
353.447496,150,177.221887
116.768374,170,177.354999
651.532355,261,177.561753
459.244453,193,177.896002
559.920943,289,178.124403
483.640246,250,178.321162
455.058358,179,178.459928
406.453977,171,178.589717
428.166947,174,178.724313
431.983237,172,178.852955
438.291285,212,179.013677
453.968497,185,179.158088
420.148081,179,179.297591
452.420815,203,179.638921
426.865359,176,179.774628
368.662227,147,179.887537
432.228297,184,180.030735
434.278443,210,180.195772
452.321397,208,180.35988
515.524948,240,180.54793
429.36141,179,180.687685
463.87366,193,180.838944
453.244795,195,180.990906
466.65848,196,181.14388
350.693749,165,181.439836
583.327211,228,181.618471
476.775628,211,181.77869
375.906167,159,181.897867
477.458149,203,182.051321
465.6015,198,182.199914
607.858267,251,182.394403
603.534517,237,182.573144
189.379148,98,182.645765
418.410049,172,182.778821
491.567107,248,183.15435
445.947106,187,183.303658
445.028265,208,183.46464
308.73706,156,183.588247
491.528442,208,183.752614
382.686108,169,183.884779
600.779101,211,184.046597
347.337756,146,184.156083
468.616431,179,184.294557
479.916609,235,184.479218
351.971936,162,184.606841
491.181804,212,184.960896
467.202237,208,185.12476
397.268028,190,185.273911
419.376241,191,185.423796
498.837196,203,185.583197
485.337612,222,185.758323
485.625,202,185.917002
461.815979,189,186.06566
470.541749,194,186.216942
460.06766,195,186.370045
476.548625,215,186.720845
506.604905,217,186.891844
402.868584,168,187.023858
561.266949,197,187.175097
459.521465,202,187.331692
511.356574,200,187.489087
439.272774,187,187.635466
628.475448,243,187.82215
571.775098,262,188.020269
426.411864,179,188.156086
680.117295,324,188.602033
539.261314,212,188.769011
512.156206,207,188.930276
428.334389,186,189.076652
488.094275,214,189.245467
491.141883,199,189.400851
540.986661,288,189.627863
567.923423,223,189.801962
459.567643,185,189.946212
542.659503,211,190.290644
475.830371,187,190.435838
428.456422,209,190.600897
484.225574,188,190.74577
543.890108,257,190.948687
464.196407,191,191.101846
692.067712,269,191.312148
509.696666,220,191.486144
423.535085,172,191.619895
409.222972,169,191.75195
583.329474,247,192.127426
408.664888,177,192.262884
536.163446,218,192.433305
435.794492,188,192.579849
717.965711,293,192.811159
537.284431,219,192.980182
507.461721,218,193.146166
588.765238,239,193.331986
612.606011,245,193.523655
696.818668,270,193.924843
463.045383,196,194.080188
765.4323,307,194.320822
449.095544,196,194.482142
565.815556,213,194.638926
615.999102,232,194.813095
646.794875,257,195.012462
650.310938,249,195.212693
672.975986,268,195.431191
565.432541,244,195.804031
651.312891,233,195.987472
659.069949,259,196.189537
583.561761,230,196.368734
683.353422,253,196.563847
514.896525,241,196.752151
556.420285,201,196.906224
632.738589,296,197.140466
68.385497,138,197.416627
590.513331,236,197.595108
574.784735,246,197.787788
589.916339,232,197.967298
590.819079,246,198.160417
536.33868,227,198.336865
519.960498,202,198.493394
541.792692,232,198.674422
446.659758,176,198.810151
554.242777,258,199.17134
828.147641,339,199.439031
657.963776,260,199.643952
646.252558,251,199.843692
409.140192,172,199.974767
689.311373,261,200.185367
447.830938,191,200.335211
499.031122,200,200.490087
636.318219,273,200.706272
579.46126,268,201.098386
441.455466,190,201.246146
516.525787,240,201.435184
526.660367,226,201.611357
488.202537,194,201.764109
592.286795,223,201.938796
463.992497,211,202.108072
716.771014,270,202.320262
651.85127,265,202.52771
155.657668,230,202.891004
383.640559,172,203.025511
631.568224,254,203.225808
571.055223,226,203.402869
694.952553,260,203.606822
791.883617,284,203.828552
691.157479,259,204.030312
545.366807,208,204.195224
739.841661,294,204.606197
595.19804,215,204.775388
648.177772,230,204.953459
540.58988,222,205.126582
513.905061,217,205.296307
594.254631,232,205.477864
820.71088,313,205.722686
480.776968,200,205.877846
588.61961,269,206.092493
803.475936,345,206.519643
753.654379,300,206.739584
601.765069,236,206.922588
524.682024,215,207.089526
824.222738,322,207.334037
464.343751,200,207.489964
800.392366,289,207.712662
755.114196,257,208.093875
583.938988,234,208.278316
778.243808,284,208.49899
687.373329,276,208.71597
797.952093,330,208.9762
579.527469,233,209.157233
706.156374,245,209.348171
663.097522,254,209.557453
481.354316,204,209.89405
628.154454,248,210.086555
827.176714,321,210.338854
659.39837,294,210.560598
672.038223,263,210.765903
512.700818,186,210.908735
723.712312,284,211.122754
416.598622,173,211.252956
475.152576,202,211.588627
677.901798,273,211.803031
707.07824,289,212.029957
708.808119,285,212.250528
608.908678,248,212.440479
763.703234,282,212.658194
494.521339,236,212.842545
595.983996,225,213.017177
377.052541,173,213.152256
605.976986,277,213.550933
795.901343,285,213.773541
1292.990595,454,214.120789
734.596867,275,214.337306
1213.530447,425,214.670253
1046.393596,364,215.121565
988.231483,354,215.385635
613.18762,254,215.576044
790.87268,297,215.799156
732.674134,306,216.028871
1032.261641,403,216.331787
807.053417,281,216.549366
762.986277,289,216.954548
571.423139,231,217.145204
744.996566,281,217.36461
1032.980979,380,217.666007
988.652172,377,217.958107
890.543009,338,218.221334
1276.402275,436,218.740185
1058.891872,419,219.065019
1121.902796,388,219.372735
651.199493,258,219.575184
342.571449,149,219.690459
529.42714,214,219.85917
935.390469,333,220.115794
1255.355631,492,220.66556
1127.96212,419,220.984748
632.854557,243,221.171379
1639.126364,615,221.650548
783.376374,327,221.91021
1209.848518,404,222.405823
649.60491,276,222.624759
884.312612,310,222.866632
595.11288,232,223.049089
986.675313,468,223.414496
684.605341,269,223.625102
797.805977,280,224.025313
906.10146,353,224.299518
966.807044,326,224.55472
677.084056,288,224.780181
1079.118386,429,225.113174
1310.150476,454,225.462701
674.385677,256,225.836668
668.502097,238,226.022956
926.478553,338,226.28759
732.886248,264,226.492261
649.885643,282,226.712608
898.62586,312,226.953742
1016.551521,406,227.260549
1070.761047,376,227.718082
990.945885,343,227.984548
1034.370899,414,228.308572
1291.623737,450,228.658969
1054.769165,401,228.972598
777.661485,311,229.377697
607.955055,234,229.554176
700.438374,312,229.795746
974.137248,422,230.126325
1123.310471,401,230.436473
998.27454,368,230.723418
815.832661,288,231.128798
712.833501,252,231.322836
844.232589,323,231.57557
670.981731,272,231.788773
555.080613,219,231.957519
657.325299,257,232.158862
1347.718685,512,232.538845
641.547129,255,232.918732
441.539247,211,233.083309
950.167365,336,233.340835
769.578184,295,233.570356
988.048473,336,233.830122
1497.439182,562,234.262402
1221.483039,460,234.799379
606.099098,225,234.975955
648.273113,239,235.161371
449.934519,194,235.312162
904.25501,333,235.570903
1267.068219,477,235.940693
793.192932,322,236.37238
1114.34269,399,236.674242
1184.085612,413,236.984232
1308.54868,420,237.307892
848.323981,289,237.531651
1252.288403,456,238.052491
503.430526,217,238.222649
664.560848,266,238.430777
851.366509,301,238.664459
631.371377,251,238.860715
696.788123,262,239.066805
870.94724,328,239.322497
469.365261,181,239.462198
904.389047,311,239.885375
1172.454789,516,240.290017
719.308389,284,240.526606
516.62744,226,240.703024
1129.237153,427,241.037507
996.100913,340,241.303071
1169.20915,398,241.796903
1350.046625,469,242.164525
680.141569,288,242.394587
1156.281141,414,242.718423
857.759689,324,242.973122
891.480719,290,243.197338
809.201406,282,243.596649
1620.131097,537,243.995029
627.985357,247,244.187631
962.806651,365,244.472047
824.473826,303,244.708691
1070.10518,380,245.182901
793.404365,299,245.41567
655.265773,231,245.61146
706.463039,257,245.80795
685.116282,276,246.019978
607.404037,227,246.190494
679.040126,265,246.395887
859.903455,317,246.636413
1162.447719,403,247.105867
1786.600368,589,247.563637
899.054636,302,247.79784
564.868235,251,247.992178
580.158061,226,248.16766
592.69741,228,248.334533
1261.195864,438,248.850557
429.326327,179,248.991262
658.81088,240,249.180148
823.465683,282,249.397871
1712.370232,614,249.873895
1303.100904,446,250.221256
922.716863,327,250.633425
536.088098,229,250.813021
902.765759,321,251.064717
613.991384,232,251.245231
741.660117,272,251.45812
495.287801,199,251.614403
644.901995,231,251.794116
616.415728,254,252.172241
1063.378898,382,252.47235
839.640554,310,252.712933
729.649172,346,252.983456
996.361979,354,253.252823
594.35341,227,253.430178
816.854148,285,253.651834
893.432036,316,254.07523
1045.256138,399,254.384243
866.287698,437,254.722453
912.310821,329,254.978185
1054.122917,351,255.252388
1065.598798,462,255.763088
608.850498,248,255.955083
1744.223369,684,256.487943
639.348998,237,256.673326
2526.576997,907,257.564459
1047.468668,397,257.874334
905.061857,357,258.156336
613.441932,249,258.346224
706.518838,246,258.538207
1494.718194,504,258.929725
733.342529,293,259.307513
852.870865,305,259.541256
615.787789,236,259.727481
917.141086,311,259.971713
864.367118,303,260.209302
936.501721,313,260.461932
697.549854,248,260.656402
886.211802,302,261.076024
2.214063,50,261.114704
741.678068,271,261.327577
604.009491,347,261.599013
509.265544,301,261.83466
851.320495,314,262.082215
966.274393,343,262.350822
883.09328,301,262.588919
983.650863,350,263.049474
805.195444,277,263.257635
637.202869,257,263.444432
717.311804,316,263.67586
846.372512,315,263.923947
550.678937,198,264.077616
1894.660007,681,264.791203
1985.9684,685,265.325836
961.645153,360,265.604877
746.896315,276,265.820028
1128.782056,447,266.332014
812.550517,267,266.539138
786.633482,288,266.762983
905.155751,309,267.004245
525.252275,212,267.172367
1020.23936,379,267.464874
903.013549,329,267.72207
689.077641,256,268.11185
873.687863,307,268.336265
958.235766,347,268.608462
592.872143,221,268.781816
732.969244,272,268.996061
598.600817,228,269.177
1025.358936,352,269.451869
1246.563168,436,269.976546
648.244545,243,270.159209
821.090254,319,270.399254
1085.430237,361,270.678944
692.921471,260,270.884161
598.520208,228,271.060481
668.612179,248,271.248246
1228.619109,444,271.773851
482.866446,186,271.918057
620.305751,225,272.092611
1066.238235,346,272.358992
609.44852,231,272.539365
957.238608,379,272.83072
689.618206,268,273.038842
691.889231,256,273.411188
1811.867283,690,273.946771
1571.357545,566,274.383057
926.433911,320,274.632436
732.583943,287,274.859015
1078.557614,367,275.331502
949.198305,347,275.601212
641.33021,243,275.791728
548.711201,208,275.954766
1000.852135,338,276.216565
1687.762287,590,276.675918
548.05162,235,277.047981
1554.271473,535,277.471881
690.765771,246,277.664803
918.21312,352,277.942461
884.648006,297,278.17468
797.929053,296,278.393521
1054.550625,419,278.908916
607.219954,299,279.144373
613.421762,239,279.333683
911.581209,313,279.576822
744.453889,265,279.781726
859.245685,356,280.058829
684.128218,243,280.24834
514.762208,201,280.557684
621.543528,232,280.740411
1050.428374,363,281.026331
1552.787628,532,281.438616
562.923829,194,281.589719
977.633542,378,281.883926
868.103891,328,282.316245
1241.003701,406,282.630505
1093.458201,363,282.91064
1100.301937,334,283.171039
921.83238,349,283.432984
740.499653,258,283.633557
593.512302,227,283.810377
638.141653,247,284.187164
386.954525,177,284.32737
931.478228,324,284.577825
894.560341,342,284.854294
811.968314,311,285.098916
917.166139,338,285.363101
1709.220159,619,286.023657
1500.868865,552,286.456285
638.699624,224,286.630953
920.976412,307,286.870232
1595.722561,578,287.319406
1189.530766,389,287.805281
1151.669361,382,288.100263
571.157992,201,288.252645
632.962542,247,288.447048
727.577728,253,288.644026
687.219849,240,288.830497
913.279104,308,289.072545
835.549041,269,289.460104
742.331078,271,289.672275
452.092738,202,289.832793
606.066443,245,290.024169
1162.173343,410,290.344023
1077.695059,352,290.61567
817.167752,271,290.82529
858.511521,319,291.252214
1322.134292,412,291.561437
1405.245492,474,291.921375
915.612373,295,292.151276
837.815454,284,292.371801
641.730749,235,292.555973
798.181234,262,292.941845
1420.205235,592,293.394266
901.654978,318,293.643293
1111.841403,354,293.919505
736.656328,279,294.137241
1115.830352,351,294.410569
767.515005,322,294.843803
651.305902,257,295.043725
2768.912072,956,295.784217
1699.820672,584,296.239136
809.827213,264,296.62958
923.320749,325,296.884617
583.927146,216,297.056248
661.70738,246,297.249106
336.329526,163,297.379907
625.783976,222,297.5536
1050.131866,355,297.831474
916.683134,349,298.26944
1041.719023,343,298.533817
944.838005,324,298.784233
1503.000385,532,299.198973
918.499435,308,299.438619
908.118678,348,299.71157
1639.61361,538,300.314438
1145.009754,381,300.609891
556.971071,234,300.79163
910.806036,363,301.076124
1096.687703,359,301.35755
905.958342,350,301.81531
1246.756606,427,302.14653
843.538654,320,302.393703
1389.333245,466,302.760032
629.456411,224,302.938223
1135.365016,380,303.23153
1002.229271,336,303.677711
1171.133635,379,303.973526
846.640058,286,304.197757
974.695779,323,304.448379
1009.495004,343,304.709753
613.26722,224,304.877209
841.213154,276,305.085029
737.584581,247,305.454385
869.898151,324,305.711791
759.138244,273,305.923916
1057.260848,340,306.19387
1108.420067,375,306.486729
691.031079,245,306.67845
910.887634,315,307.105001
1351.202727,445,307.449571
908.54215,316,307.694196
823.294615,302,307.927807
1103.356292,372,308.218335
476.823081,185,308.362792
1133.259692,396,308.848246
696.333001,471,309.216124
1117.113988,416,309.538727
2673.219883,831,310.163054
979.052014,314,310.397961
885.04044,320,310.800707
843.825952,279,311.012497
743.576568,258,311.212322
825.125162,330,311.466943
877.92282,299,311.692041
981.303198,338,311.946576
662.588018,242,312.315387
1138.404496,395,312.620635
892.974219,292,312.848685
1010.528323,339,313.113635
793.012265,281,313.319762
688.557842,255,313.517312
687.318764,240,313.703911
1271.231594,447,314.229917
1192.504981,424,314.559345
946.889534,313,314.80635
747.646328,264,315.012801
861.610323,280,315.229875
870.013251,299,315.462133
1009.617997,337,315.902864
845.650432,319,316.149889
699.1194,236,316.333606
841.731018,283,316.551033
1086.012737,365,316.834558
579.798185,242,317.023999
705.698723,253,317.222449
826.092045,291,317.629335
807.654791,278,317.845243
755.818417,264,318.050822
667.273445,251,318.24179
916.304556,302,318.475418
1025.909497,328,318.730065
944.150632,316,318.976855
537.922184,200,319.13376
1236.424531,426,319.652197
726.605073,260,319.855346
754.830872,254,320.054563
722.733616,268,320.263399
841.760025,289,320.487905
678.465675,242,320.675465
957.725881,326,320.928437
879.992174,300,321.326679
897.348823,300,321.564682
739.272699,257,321.765962
931.095394,313,322.000526
833.297785,276,322.206936
1005.320471,338,322.468891
1030.362909,357,322.919875
628.262393,228,323.097884
729.650172,255,323.287819
919.257411,309,323.518932
936.27053,302,323.745291
877.570674,302,323.961245
1566.154371,500,324.331358
709.430091,253,324.68874
750.788258,301,324.923299
1168.35703,385,325.224592
859.786139,304,325.461779
924.232079,316,325.7112
885.02365,310,325.952826
696.483555,248,326.146641
797.20569,304,326.562523
894.785237,323,326.814297
1502.213606,466,327.176698
694.185241,259,327.379846
408.669725,187,327.529672
1524.266517,491,327.911088
859.120078,303,328.332432
1369.961883,549,328.754718
548.576174,231,328.934584
1027.626649,348,329.200942
735.756847,250,329.391829
693.406103,264,329.595715
658.139322,245,329.944957
856.309264,303,330.181117
949.469122,309,330.417865
596.262937,213,330.584072
838.469286,299,330.797455
1215.022643,387,331.076354
518.235725,202,331.218544
1228.320701,428,331.664443
1123.804886,357,331.920092
1064.210416,356,332.17949
605.551687,221,332.346449
958.053451,315,332.591455
846.758386,278,332.808007
872.610459,305,333.045014
909.681351,330,333.470469
877.256549,333,333.731416
975.067241,321,333.98194
749.194565,272,334.194277
867.057924,294,334.421137
853.079262,308,334.655134
1055.638257,336,335.100904
1109.720611,343,335.365693
1032.633256,342,335.626054
756.141871,277,335.833899
933.220281,333,336.092344
1032.23152,376,336.380563
479.886365,206,336.542764
1113.601053,382,337.026283
1186.950934,392,337.33015
1296.268613,435,337.655176
896.894309,302,337.882187
1042.249408,386,338.173867
1024.208402,341,338.611139
899.837317,304,338.847926
944.492546,336,339.108976
850.07584,277,339.324178
1044.176244,331,339.582864
1353.652011,429,339.916976
1111.407154,374,340.392749
1394.663757,447,340.741365
1198.423795,404,341.056673
594.016033,206,341.217368
714.616149,246,341.406686
563.637847,239,341.598094
510.487744,225,341.768484
1075.170217,321,342.181884
850.439164,315,342.415851
858.816365,279,342.626995
1140.3027,366,342.899884
1378.811264,443,343.228805
1119.490952,363,343.498592
1374.612104,440,343.98603
702.58031,263,344.183905
938.361066,316,344.419767
479.075627,202,344.571565
888.014848,308,344.801973
945.407581,311,345.034829
753.816167,262,345.230175
862.234176,276,345.625074
1128.624509,374,345.912972
881.073767,310,346.152822
1097.173279,361,346.430907
1395.510684,438,346.771749
836.819153,285,346.994347
740.65198,299,347.413972
1728.213131,577,347.861136
1296.684736,442,348.213781
786.581309,288,348.43707
742.521543,272,348.650146
652.750048,246,348.84081
860.468117,311,349.267107
993.887415,314,349.509648
946.002063,319,349.759878
1165.656959,369,350.04606
1017.384546,352,350.319688
1155.082215,388,350.620419
1050.335277,356,351.084405
674.26255,246,351.277333
1034.142055,356,351.555959
840.777973,302,351.794536
1628.613556,504,352.185313
841.590494,280,352.403861
1652.982812,727,353.130141
1030.679722,331,353.37996
993.634653,297,353.608027
1138.5673,383,353.904018
1264.649066,396,354.395888
748.503963,274,354.610868
636.644119,240,354.800069
1316.155042,432,355.134579
876.170128,296,355.365626
1049.563093,319,355.613214
723.644147,262,355.816638
776.890049,259,356.19897
918.460501,300,356.43194
1680.503033,486,356.808342
1490.240324,479,357.180153
757.384985,264,357.384648
1691.796549,667,358.089648
1953.517947,619,358.56734
642.576857,249,358.759594
759.133281,261,358.961749
1240.894129,420,359.28198
882.747583,290,359.690337
1142.514223,368,359.974734
2104.163382,668,360.490898
1133.702708,350,360.762581
738.49723,268,360.971139
1136.050041,370,361.441553
832.331556,266,361.648304
1561.918467,535,362.062962
677.050723,244,362.251813
1194.608031,382,362.547769
1464.191209,489,362.925126
1429.104122,467,363.470745
625.999756,218,363.639811
2364.04861,766,364.233695
807.164313,269,364.447842
1865.719907,602,365.093667
977.299743,315,365.34072
625.054167,240,365.528453
2339.920869,738,366.102723
1412.29324,470,366.469664
1292.278786,448,366.99527
960.128921,295,367.219505
2176.774023,686,367.746632
727.728096,254,367.938163
891.081026,274,368.151902
1388.429814,414,368.660701
1874.914852,558,369.093258
1398.148387,457,369.442614
1096.220821,370,369.730637
1085.357566,358,370.006716
1188.67946,359,370.466352
881.709298,289,370.690242
849.679236,281,370.905895
940.749652,298,371.137384
1680.447181,493,371.519143
1265.130373,385,371.816638
705.817438,241,372.18163
866.849821,284,372.401152
1323.157595,424,372.727661
1533.952339,482,373.09968
781.337038,274,373.315245
1237.972279,395,373.793504
735.972668,257,373.992621
1195.854371,413,374.312695
1289.312889,382,374.608418
1661.328554,521,375.008787
805.962142,253,375.203874
1453.226402,441,375.72831
2160.27524,674,376.242522
1002.905371,348,376.50208
1836.488478,578,376.946344
1021.896524,356,377.404978
1001.024446,309,377.650315
1854.385351,584,378.102319
1048.383224,378,378.395876
1378.481691,407,378.712344
796.02718,284,379.114954
1049.520229,358,379.3935
919.780591,345,379.664146
923.502925,295,379.894576
1202.891847,388,380.199282
669.639779,237,380.382014
1340.643322,408,380.872092
1687.922968,534,381.288168
1343.366598,415,381.612078
1062.225011,328,381.868234
1060.004421,357,382.149406
807.938151,258,382.358498
1677.784888,526,382.959703
1421.497309,504,383.355105
2317.588782,731,383.939225
639.688955,218,384.109205
1857.306929,540,384.68907
1670.788718,500,385.067756
823.359069,264,385.265808
1031.466931,336,385.518828
1050.687169,334,385.768896
795.25677,284,386.15635
1248.152819,400,386.467793
986.564034,311,386.715002
1014.065686,310,386.975495
1533.049223,514,387.39786
1660.341278,565,388.040319
784.743757,261,388.24317
1661.994261,485,388.611483
1166.528594,345,388.856157
1162.798209,368,389.13132
1050.048682,337,389.384988
1129.788077,347,389.841483
820.622908,275,390.058406
1019.278447,331,390.315437
1467.482402,472,390.747927
939.339404,292,390.979275
748.684749,248,391.175299
685.247156,238,391.36031
955.615786,316,391.791244
614.581012,219,391.960999
1359.361872,372,392.250827
1130.04441,369,392.538268
970.3802,322,392.789307
2415.061797,689,393.48696
1127.946937,328,393.74132
925.665211,289,393.966532
1635.871387,540,394.384644
1098.13986,369,394.670028
605.627535,213,394.829857
1003.856324,340,395.269614
873.939453,296,395.500196
1560.431016,542,395.920071
1071.638634,357,396.19684
1436.037155,449,396.545138
988.265384,293,396.951063
1123.846367,342,397.222814
1827.720766,611,397.703217
1180.076596,348,397.972935
1022.237649,339,398.239702
624.335126,213,398.406715
852.00175,273,398.771137
943.336273,296,399.001118
1436.628198,419,399.320553
794.789264,297,399.553251
976.345824,311,399.796095
859.069092,273,400.012032
1615.971067,545,400.60698
872.042462,292,400.836473
1878.102506,581,401.275726
879.788525,274,401.482221
817.641261,256,401.682217
1674.179675,528,402.27148
1018.160343,320,402.523178
690.934827,231,402.702545
875.397926,288,402.927715
751.725597,239,403.114176
1259.932874,369,403.398698
998.306419,313,403.641726
1190.786916,335,404.083848
2732.863515,865,404.730977
1242.444382,374,405.019703
3176.939212,1000,405.96171
1206.528291,387,406.256022
748.922129,253,406.446412
1055.56535,335,406.698395
768.174404,249,406.885032
1240.974904,402,407.18506
751.724488,254,407.547894
2422.357114,807,408.163004
919.520424,301,408.396868
1055.380918,337,408.655093
2118.689306,668,409.34128
907.056644,294,409.571078
924.488176,291,409.797578
1167.448208,386,410.098245
977.414844,288,410.322737
2135.375275,658,411.006946
682.091183,248,411.198833
899.796582,300,411.427645
2135.475925,685,411.957514
776.675125,248,412.151167
1271.882141,372,412.436854
1524.276233,528,413.026021
995.26181,304,413.261624
972.862347,304,413.496183
1194.973875,345,413.761758
1472.350202,473,414.126872
1283.595679,378,414.596386
1830.726342,626,415.082868
985.98203,315,415.326695
763.207672,237,415.512446
954.535299,319,415.761048
573.534988,235,415.946447
1347.536808,471,416.490895
927.496809,292,416.720863
1069.0445,364,417.001362
2052.897777,549,417.428379
1035.655735,343,417.695179
1154.521721,365,418.156751
1518.290357,420,418.481495
977.49873,319,418.727222
1205.520772,361,419.002574
829.643591,263,419.20636
1037.083682,338,419.465194
1028.700865,311,419.881522
1617.65302,511,420.278519
2354.015272,763,420.865558
1169.968476,351,421.13542
1793.384143,558,421.738984
934.771908,295,421.969395
1447.554789,439,422.309203
1042.732052,313,422.551681
998.813504,319,422.799371
825.487433,263,423.002289
1385.270958,408,423.501708
1172.015024,356,423.777887
1331.764099,392,424.075389
1693.103299,506,424.439108
2126.496734,585,425.071702
995.22817,325,425.319431
687.862124,243,425.504025
1313.674802,400,425.805702
1221.974539,369,426.085346
2657.641465,797,426.846886
2188.928208,693,427.369435
1103.144638,333,427.626685
1039.733545,329,427.881339
937.488499,313,428.125247
939.853017,304,428.540881
1042.969418,324,428.794556
2148.784546,675,429.311102
799.903875,259,429.510603
1018.097115,328,429.765178
1205.695769,407,430.251827
963.919024,302,430.482546
971.466477,314,430.725036
738.861736,239,430.908264
986.801501,335,431.163339
1964.631521,662,431.661501
945.681288,310,432.066233
732.134378,233,432.24321
1285.038649,410,432.55525
1218.207838,359,432.823548
706.452275,249,433.012874
578.0798,209,433.168051
1114.651826,383,433.642879
1662.134179,516,434.043263
1364.729532,417,434.354165
774.072717,261,434.555434
1428.955086,431,434.886845
1140.163048,346,435.153188
841.761181,279,435.552939
883.138832,306,435.791924
1163.575425,371,436.083271
998.916458,305,436.319454
1582.171457,642,436.817898
1214.816676,373,437.285412
824.681758,281,437.505002
911.292908,282,437.724147
1180.700135,380,438.020752
854.347873,293,438.250469
1299.24658,404,438.567225
1452.102832,426,439.074526
986.746247,333,439.326088
1084.60822,332,439.574757
700.96806,253,439.76283
941.816579,300,439.986517
1170.817781,360,440.255137
1027.18354,330,440.659215
984.182109,376,440.943185
903.829076,283,441.156529
720.715652,245,441.342378
762.161478,279,441.553873
1748.705469,527,441.974086
849.238382,264,442.178105
1282.279066,397,442.667319
877.596296,288,442.890141
1603.362893,484,443.26534
593.928975,215,443.434726
1067.168875,347,443.703908
1230.776849,375,444.172384
1457.882599,446,444.515859
1169.573876,358,444.79721
1229.958879,390,445.101805
897.849424,287,445.32671
950.610866,303,445.562159
1056.781461,317,445.988248
2040.342881,601,446.455255
1029.782929,349,446.726088
1031.792283,328,446.981663
750.003905,247,447.173446
1069.287053,348,447.446244
2467.033805,725,448.187835
1682.108251,517,448.590731
2450.131741,782,449.199345
1085.545179,311,449.618593
960.652316,300,449.852003
2036.615694,678,450.380963
1115.004027,339,450.643475
1828.031645,542,451.247865
1576.184135,479,451.62265
1043.393602,321,451.872656
1344.933938,400,452.182549
1882.097667,534,452.593903
979.377472,309,453.016674
1430.53707,401,453.32762
1977.521324,585,453.751904
1871.543646,602,454.204977
968.426065,297,454.427692
1266.900944,401,454.915359
1186.257007,361,455.194971
1735.23463,513,455.593841
879.713455,301,455.831778
2612.164187,787,456.614085
1997.122268,589,457.072679
1750.956089,518,457.48085
1651.637601,498,457.862004
1161.269602,390,458.33117
814.03702,292,458.560201
1105.358755,343,458.830262
2987.797956,1000,459.612001
1340.120891,420,460.122243
1967.78251,640,460.619967
1000.134937,325,460.876081
966.471343,308,461.120582
773.769784,269,461.331056
3099.338195,897,462.202011
970.835807,308,462.442544
1624.524045,485,462.81729
1193.583577,335,463.077309
2583.256403,837,463.912726
1414.603753,476,464.280901
1048.689634,324,464.533541
950.328647,288,464.756785
3236.831279,977,465.699584
1108.102462,344,465.965035
833.820543,281,466.184143
1060.602259,319,466.42998
2908.443376,834,467.25012
1066.349043,332,467.509726
977.672616,309,467.748492
1279.439612,372,468.036546
1300.433499,411,468.351859
1393.579999,447,468.847161
1349.032439,477,469.213503
2136.892477,636,469.703822
1101.383793,348,469.972785
1586.653092,495,470.351701
1101.690384,358,470.810672
1994.639094,561,471.242141
744.43805,262,471.447752
949.64765,292,471.675506
1303.104988,393,471.981615
1459.681084,471,472.502551
1073.844118,357,472.779108
1350.478362,439,473.121822
1022.14762,331,473.378966
881.439823,314,473.624998
1874.562808,566,474.243548
1171.414989,348,474.513153
985.522182,296,474.742367
3116.746185,935,475.458764
1632.011316,495,476.019814
1630.675532,472,476.389081
1826.178974,578,476.833561
1309.673868,420,477.160627
1725.402278,524,477.748442
1295.990471,385,478.048321
1195.549047,377,478.342367
1354.1016,394,478.673572
2116.036261,605,479.135898
1228.590276,386,479.614535
1630.274509,479,479.984768
1802.283452,536,480.400007
2079.601185,582,480.851959
3208.427567,880,481.720556
1058.449906,356,482.000712
1235.485478,381,482.296608
865.766438,303,482.531984
1038.665847,337,482.792025
1171.058004,418,483.299999
1318.051757,384,483.599049
1077.662561,351,483.874984
1783.744862,523,484.280625
