#{"t_start": 1681299143.4816067, "env_id": "Walker2d-v2"}
r,l,t
4792.606226,1000,3687.456372
4464.700418,1000,3688.484748
1089.782925,304,3688.738074
4553.159043,1000,3689.788301
1379.364878,364,3690.097145
4563.301013,1000,3690.920131
4410.685287,1000,3691.933505
2203.968153,537,3692.373402
1355.098894,331,3692.645267
1834.338844,447,3693.010137
4384.908605,1000,3694.000172
4436.571648,1000,3694.820059
4396.782393,1000,3695.876128
4591.303519,1000,3696.693231
4564.900626,1000,3697.70375
4600.547711,1000,3698.522059
4204.238473,930,3699.479759
4672.34953,1000,3700.30463
1495.984674,368,3700.618511
4579.602367,1000,3701.628337
2730.940995,607,3702.143481
4645.519546,1000,3703.159062
4340.970988,1000,3703.987597
4572.316871,1000,3705.008056
779.354329,234,3705.196284
2252.258341,513,3705.627201
2421.643106,554,3706.07656
442.305819,168,3706.213758
4522.127825,1000,3707.214464
4526.328528,1000,3708.072559
4657.107126,1000,3709.088815
4697.070571,1000,3709.917887
4165.613099,962,3710.897977
4519.231394,1000,3711.716101
4537.446926,1000,3712.758442
4459.575418,1000,3713.573005
449.8964,164,3713.703535
4566.688255,1000,3714.712961
4644.019577,1000,3715.549661
1299.223847,346,3715.836131
4566.36475,1000,3716.845489
4560.02817,1000,3717.723812
4401.715152,1000,3718.739139
2576.635355,631,3719.252917
4520.850419,1000,3720.26264
4719.675757,1000,3721.079399
4497.976071,1000,3722.091543
4588.890717,1000,3722.910625
1181.766705,317,3723.17006
4712.364116,1000,3724.176775
2795.109668,652,3724.719587
4400.566694,1000,3725.726166
3124.578184,699,3726.301068
3850.151817,861,3727.042267
4020.722923,890,3727.971231
1321.719016,346,3728.256294
4687.067864,1000,3729.096456
4501.130242,1000,3730.116978
4715.06704,1000,3730.944576
4617.542436,1000,3731.944753
4508.429666,1000,3732.768879
4658.411971,1000,3733.752766
4467.047698,1000,3734.573747
4625.745244,1000,3735.572005
4637.844695,1000,3736.400457
3699.873257,821,3737.265434
2513.549311,571,3737.741751
4365.099534,1000,3738.753875
4641.852812,1000,3739.568244
1340.839684,355,3739.854616
4659.493803,1000,3740.870706
4480.912137,1000,3741.746221
4491.183594,1000,3742.768829
4494.865277,1000,3743.593097
3410.162473,786,3744.424408
4537.313407,1000,3745.263763
4704.033552,1000,3746.274262
4630.682054,1000,3747.081698
3199.957594,712,3747.667574
4557.755284,1000,3748.691361
2247.972481,533,3749.120473
4482.189899,1000,3750.135469
4609.932057,1000,3750.958996
4558.007838,1000,3751.97052
4626.363846,1000,3752.851098
4571.732799,1000,3753.88708
4715.756352,1000,3754.712747
1295.649687,346,3754.995456
4651.998477,1000,3756.015829
4585.578949,1000,3756.841442
4526.442864,1000,3757.868399
572.600241,192,3758.025059
4462.77574,1000,3758.844199
1358.208563,352,3759.132974
4508.801264,1000,3760.140996
1555.411626,409,3760.465675
4290.302158,1000,3761.501083
2916.123923,673,3762.043
4740.178236,1000,3762.888433
4492.304444,1000,3763.881835
4055.657886,874,3764.590588
1561.440037,400,3765.107919
4593.90027,1000,3765.93681
4580.454105,1000,3766.954208
4680.808414,1000,3767.875405
3954.565692,905,3768.642529
2986.37555,681,3769.446662
4650.48624,1000,3770.255257
4758.799101,1000,3771.285875
4641.599577,1000,3772.103172
3975.588355,858,3773.007811
2622.437782,662,3773.554026
3892.130728,838,3774.247504
4486.472147,1000,3775.309866
4623.933651,1000,3776.161505
4668.858039,1000,3777.188515
4747.439486,1000,3778.008552
3354.610152,767,3778.826365
4557.162424,1000,3779.64252
3800.445952,813,3780.492151
4720.888344,1000,3781.325028
4722.626948,1000,3782.328325
2938.436007,652,3782.862994
4639.894411,1000,3783.740166
2177.461062,515,3784.360054
2118.924886,503,3784.801283
4586.761814,1000,3785.701459
4157.869069,915,3786.740565
4517.794573,1000,3787.59508
4682.060941,1000,3788.597992
1395.38742,370,3788.895618
1246.938801,323,3789.173871
4726.948225,1000,3790.212615
788.795638,240,3790.424696
4652.587577,1000,3791.320109
1768.316527,420,3791.679589
4672.975674,1000,3792.752489
4789.67841,1000,3793.605103
4627.368589,1000,3794.629802
4685.269056,1000,3795.468772
1406.696205,349,3795.976416
2399.64652,566,3796.481281
4529.33978,1000,3797.375761
2191.194539,508,3798.062345
4648.759489,1000,3798.925383
4795.760526,1000,3799.984222
4704.446402,1000,3800.841819
4470.979121,975,3801.927882
4493.957807,989,3802.811587
4750.075032,1000,3803.699781
4800.41123,1000,3804.729788
4593.706519,1000,3805.526176
4544.829423,1000,3806.519791
4656.174634,1000,3807.420073
4504.070904,1000,3808.516814
4639.769164,1000,3809.410219
4576.762079,1000,3810.461921
4535.228343,1000,3811.342337
1000.130042,275,3811.758969
4673.137176,1000,3812.584035
4415.683276,1000,3813.581071
746.565189,223,3813.76837
4048.742019,887,3814.559098
4733.751434,1000,3815.639421
4529.877442,1000,3816.540923
731.337223,215,3816.752091
4532.979538,1000,3817.831153
1985.319894,461,3818.212756
2643.832632,621,3818.71055
4659.398094,1000,3819.71702
4629.492994,1000,3820.53802
1702.608439,414,3820.874532
4646.304856,1000,3821.860759
4589.11168,1000,3822.695468
3879.147209,859,3823.692076
2316.312184,569,3824.194292
4734.103132,1000,3825.070435
4765.808219,1000,3826.172379
4431.366725,1000,3826.972719
4734.096079,1000,3827.985944
2924.687121,658,3828.533287
4563.756324,1000,3829.54068
656.682433,202,3829.702942
4769.687016,1000,3830.523457
4569.964121,1000,3831.545371
4848.320715,1000,3832.376776
4497.161329,1000,3833.396282
4581.829689,971,3834.180436
4405.05821,1000,3835.171408
4605.121218,1000,3835.990984
4590.82879,1000,3837.010159
4523.819687,1000,3837.844252
750.76358,219,3838.024774
4506.884556,1000,3839.03827
4728.309702,1000,3839.876015
4333.203864,1000,3840.910261
3562.409763,780,3841.573446
1563.524067,391,3841.89061
3662.359213,791,3842.735074
1047.880255,283,3842.966528
2061.208842,482,3843.366954
4711.185569,1000,3844.374027
4531.684287,1000,3845.190561
1548.434902,383,3845.506154
4631.377325,1000,3846.55481
4462.809148,1000,3847.442256
4636.395081,1000,3848.525425
4638.047587,1000,3849.38962
4510.84178,1000,3850.43784
3537.674621,818,3851.18615
553.774327,186,3851.353884
3787.364808,805,3852.260716
4594.283968,1000,3853.109095
4686.239595,1000,3854.18736
4645.34531,1000,3855.115244
4517.473092,1000,3856.232425
4680.943817,1000,3857.144432
2304.938582,547,3857.591423
2862.951826,671,3858.291867
4568.94256,1000,3859.088941
4499.232371,1000,3860.127984
4204.059365,1000,3861.007784
4655.44606,1000,3862.058285
3677.894898,788,3862.691857
4757.240387,1000,3863.465093
2786.708339,613,3864.124658
4487.593796,1000,3864.946185
4636.47312,1000,3865.941804
3323.414505,746,3866.680152
4669.621465,1000,3867.875181
4691.008111,1000,3868.839051
4612.472714,1000,3869.949137
4701.535588,1000,3870.860189
4305.422733,937,3871.91895
713.574045,217,3872.095551
4637.291188,1000,3872.960077
4611.367464,1000,3874.15165
4556.450555,1000,3875.019616
1961.632607,470,3875.446847
4682.744875,1000,3876.503445
1753.55852,426,3876.84551
4452.83765,1000,3877.829961
2031.905376,482,3878.220334
4787.54222,1000,3879.105714
4752.738974,1000,3880.146698
4346.669411,1000,3881.033064
4531.017128,1000,3882.165401
4599.524369,1000,3883.055645
3534.209623,802,3883.965507
1408.56,358,3884.286499
3576.805668,782,3884.989235
1883.147593,470,3885.380192
969.232484,278,3885.770981
4386.687718,1000,3886.578866
3347.073168,754,3887.185752
4569.268638,1000,3888.179657
4792.257216,1000,3888.98085
4736.764001,1000,3889.979178
4739.754945,1000,3890.79175
4596.93316,1000,3891.864027
4469.496944,1000,3892.699062
2076.388211,500,3893.306321
2510.948144,603,3893.805687
2043.651471,493,3894.194495
4597.610362,1000,3895.182686
4697.367234,1000,3896.054202
4506.031049,1000,3897.117813
2669.017391,619,3897.734782
4501.201243,1000,3898.644297
4404.743231,982,3899.662645
4516.932367,1000,3900.520807
1163.809615,320,3900.770099
4563.73197,1000,3901.919886
4491.720295,1000,3902.737737
4562.639363,1000,3903.675142
4735.579932,1000,3904.451929
2892.789896,649,3905.206084
4600.940218,1000,3906.043106
2494.689705,585,3906.676788
1256.254442,331,3906.94015
4508.556717,1000,3907.736405
4591.81619,1000,3908.700672
4840.320942,1000,3909.489775
4553.851464,1000,3910.453645
4602.492611,1000,3911.240392
4508.390334,1000,3912.226375
4743.454156,1000,3913.046579
4466.027827,1000,3914.05468
4759.636733,1000,3914.825372
1418.670127,368,3915.133382
4715.462712,1000,3916.088136
4566.958371,1000,3916.88781
4685.698053,1000,3917.85113
4526.673944,1000,3918.598149
3220.133059,760,3919.388223
4564.108264,984,3920.147782
4675.827259,1000,3921.103656
4504.022843,1000,3921.91127
4600.036559,1000,3922.965021
3667.144628,811,3923.70529
4704.126451,1000,3924.586085
4638.009735,1000,3925.76109
3616.918856,802,3926.492699
4620.651548,1000,3927.629455
4496.071337,1000,3928.538665
4700.486282,1000,3929.630377
4740.597647,1000,3930.480856
4744.458448,1000,3931.513787
4797.517059,1000,3932.508727
4708.444617,1000,3933.720064
2861.541356,637,3934.398762
4556.891845,1000,3935.42603
4572.150216,1000,3936.628887
3558.025757,779,3937.380152
4550.817824,1000,3938.545114
3178.498761,716,3939.171865
4574.256385,1000,3940.264094
507.622901,174,3940.413219
2184.056171,509,3940.841009
4628.018252,1000,3941.901003
2653.169835,599,3942.414834
4539.809018,1000,3943.344473
4607.403591,1000,3944.478436
2775.883536,634,3945.020587
4653.943361,1000,3946.136728
4761.251163,1000,3946.983361
4729.55801,1000,3947.947253
4599.117087,1000,3948.725629
4480.941169,1000,3949.67778
4476.0828,1000,3950.462057
4536.441388,1000,3951.42555
2241.519162,519,3951.824969
498.655458,182,3951.962176
4541.039845,1000,3952.72057
4735.354158,1000,3953.680202
4545.550245,1000,3954.450817
4596.072024,1000,3955.40071
2814.915868,638,3955.892265
4610.797354,1000,3956.844841
2980.67859,681,3957.361101
4632.000535,1000,3958.12209
3674.185267,802,3958.940547
2972.210352,674,3959.474697
4793.22637,1000,3960.468976
2142.355927,516,3960.996806
4692.514315,1000,3961.791141
4618.749052,1000,3962.796192
4444.445315,1000,3963.721358
3307.469467,719,3964.437514
4569.993182,1000,3965.206603
1794.649679,411,3965.516097
4760.686966,1000,3966.426557
4815.56786,1000,3967.171776
4022.023735,870,3968.011671
4481.532465,1000,3968.746943
3451.361245,729,3969.445755
4747.568505,1000,3970.212694
4662.939886,1000,3971.171154
4507.09876,1000,3971.930286
4143.431666,910,3972.796558
4667.882951,1000,3973.565689
3590.192093,804,3974.18558
4289.065668,939,3975.088682
4684.152142,1000,3975.839164
2860.62604,663,3976.540935
4555.582462,1000,3977.311131
4509.387049,1000,3978.272945
4826.103522,1000,3979.020685
4502.907791,1000,3979.924659
4726.361214,1000,3980.667816
2313.744252,541,3981.07013
4404.486896,1000,3981.990221
4567.064499,1000,3982.755447
4621.272565,1000,3983.682293
4639.268238,1000,3984.454865
4407.617698,1000,3985.402286
2955.784076,677,3985.925687
4669.369716,1000,3986.882439
4545.431051,1000,3987.656796
1820.0649,440,3987.995057
2961.884259,667,3988.682928
4641.901726,1000,3989.453873
4721.228001,1000,3990.433764
4542.894916,1000,3991.201869
4560.622052,1000,3992.166627
4660.871935,1000,3992.937482
4516.590111,1000,3993.887771
4599.975842,1000,3994.656381
4723.517942,1000,3995.612369
4667.99493,1000,3996.383842
4581.588883,1000,3997.378328
1622.721865,400,3997.729374
4683.510664,1000,3998.501801
1757.036259,445,3998.841025
4404.251279,1000,3999.794094
4417.531538,1000,4000.567002
4582.26707,1000,4001.533226
3217.388285,729,4002.104743
3069.147845,693,4002.829412
4509.082984,1000,4003.607657
4451.078525,1000,4004.573577
4585.852941,1000,4005.345822
2303.110955,530,4005.754678
3770.969623,809,4006.554768
4523.755831,1000,4007.338071
4621.716528,1000,4008.290807
2253.57589,506,4008.68412
4605.481923,1000,4009.455544
2081.616954,502,4010.028388
4506.948352,1000,4010.799948
4159.800024,885,4011.664861
1334.993624,356,4011.940489
4464.633719,1000,4012.71917
4524.89582,1000,4013.681067
4648.551852,1000,4014.455729
4598.931671,1000,4015.413135
4460.802473,1000,4016.181331
4031.365014,893,4017.047266
4331.618551,1000,4017.822893
4489.397203,1000,4018.780297
778.506907,227,4018.954326
1343.657904,348,4019.219983
2077.238213,481,4019.590556
4684.545114,1000,4020.516632
2205.987118,510,4020.894621
1397.986276,356,4021.162494
4845.385959,1000,4022.145754
4567.118556,1000,4022.91729
4047.149947,897,4023.798356
4435.047527,1000,4024.618828
3089.729218,685,4025.226954
4576.07989,1000,4026.231875
4389.464666,1000,4027.101619
1277.562281,333,4027.399061
3287.783383,728,4028.217326
4518.829233,1000,4029.100892
2793.181543,627,4029.821274
4565.238328,1000,4030.809043
1621.622353,406,4031.1812
4676.904342,1000,4032.277134
3861.377831,850,4033.014156
3451.32422,770,4033.89456
4414.987616,1000,4034.772064
4726.675073,1000,4035.871989
2984.804029,692,4036.475673
4339.507936,1000,4037.332745
2428.968621,584,4038.04026
4354.971,1000,4038.89994
2522.384676,576,4039.41289
4488.00779,1000,4040.486214
2040.053503,492,4040.942915
3092.519232,669,4041.562384
2106.738814,479,4042.196638
4584.235051,1000,4043.129641
4479.546906,1000,4044.226277
4365.627884,1000,4045.191862
4568.284141,1000,4046.287677
1946.220348,468,4046.718133
4595.792529,1000,4047.626502
1923.885025,473,4048.24731
3813.136316,857,4048.983181
2101.186635,506,4049.41786
4445.733728,1000,4050.496929
4524.508117,1000,4051.363409
3672.816636,841,4052.30838
4573.750668,1000,4053.163908
4417.193407,1000,4054.227881
1631.687083,415,4054.581619
4560.151101,1000,4055.446863
4397.20051,1000,4056.508206
4437.634011,1000,4057.34912
4462.670422,1000,4058.426675
4478.874256,1000,4059.309436
4452.171724,1000,4060.417224
4353.370664,1000,4061.296641
3051.872782,675,4062.100543
4453.322864,1000,4062.957899
2628.282497,600,4063.462193
4420.305196,1000,4064.508136
3004.303327,720,4065.135811
511.384369,182,4065.301346
4464.259506,1000,4066.363093
1984.57494,476,4066.808815
3205.121088,703,4067.412234
4530.31113,1000,4068.48598
726.468304,211,4068.673275
2770.367967,621,4069.241149
4614.315278,1000,4070.325963
3313.61682,745,4070.978409
4750.125565,1000,4072.056647
4595.055611,1000,4072.917788
4545.081638,1000,4073.994313
4403.987154,1000,4074.855904
4521.068709,1000,4075.910976
4526.277083,1000,4076.800246
4590.845897,1000,4077.851929
3726.994651,814,4078.576498
4525.38952,1000,4079.464253
4463.875426,1000,4080.602415
2919.01479,663,4081.184525
4052.658848,902,4082.180107
4461.750817,1000,4083.061645
4492.833625,1000,4084.1282
4002.854007,885,4084.908088
4505.833097,1000,4085.967455
4489.142606,1000,4086.815931
1113.963517,303,4087.075121
506.668077,180,4087.238439
1553.159488,386,4087.579368
4582.835024,1000,4088.628231
4570.033941,1000,4089.510024
4311.696866,1000,4090.578815
4388.742621,1000,4091.461363
4584.418554,1000,4092.546952
1604.643314,397,4092.906983
4395.049447,1000,4094.017757
4618.139313,1000,4094.892116
4354.761455,1000,4095.961427
1097.973914,298,4096.21743
4505.834062,1000,4097.088554
4546.532332,1000,4098.171176
2280.950176,527,4098.63683
4520.154197,1000,4099.517946
4152.398333,875,4100.382416
4549.183091,1000,4101.157953
4648.247781,1000,4102.118411
1451.423715,365,4102.402716
4575.101193,1000,4103.358894
769.086377,218,4103.530255
2247.365779,528,4103.938993
4570.710065,1000,4104.719481
2157.480164,515,4105.271096
4708.331671,1000,4106.034507
4542.924402,1000,4107.003119
4251.856755,937,4107.743988
4476.260566,1000,4108.70007
4508.076074,1000,4109.471101
1476.068219,373,4109.759649
2802.410944,642,4110.435866
4582.126193,1000,4111.203311
3927.48659,858,4111.859957
4445.520891,953,4112.783208
4487.208365,1000,4113.55346
3888.178028,844,4114.384919
4581.43891,1000,4115.156113
4715.24587,1000,4116.115146
4465.697258,1000,4116.897448
4602.921745,1000,4117.835178
4446.360892,1000,4118.597029
4706.744491,1000,4119.547327
4409.890239,1000,4120.320695
4661.434138,1000,4121.270576
4569.733946,994,4122.036308
4734.65099,1000,4123.022166
4560.992297,1000,4123.799741
490.925611,173,4123.935733
4387.373067,1000,4124.872788
4730.361649,1000,4125.642603
4168.237408,952,4126.564252
4550.888895,1000,4127.336202
4581.596817,1000,4128.292657
4631.605781,1000,4129.061531
4419.094267,1000,4130.028974
3111.237744,699,4130.565955
2743.545937,632,4131.052019
1786.918136,428,4131.560662
4550.5608,1000,4132.326416
4562.013891,1000,4133.088717
3404.36269,763,4133.856882
4680.318927,1000,4134.630281
2758.053051,614,4135.273825
4554.00418,1000,4136.046316
1387.465799,359,4136.323888
4579.010956,1000,4137.256309
3799.565087,852,4137.930014
4421.735248,1000,4138.874659
4610.693494,1000,4139.621673
3978.472814,862,4140.433142
4276.28217,960,4141.170951
4460.239955,1000,4142.123509
4512.412216,1000,4142.893861
4203.593724,934,4143.790183
4735.598492,1000,4144.556906
3216.471066,715,4145.10747
4633.902808,1000,4146.06475
1346.124514,350,4146.342909
4777.970107,1000,4147.245775
2802.141085,632,4147.714715
4562.077427,1000,4148.485876
4549.923823,1000,4149.444005
4629.266834,1000,4150.213568
4565.906486,1000,4151.154717
2853.291552,626,4151.625255
428.983415,154,4151.740008
1005.490048,283,4151.958958
2755.973721,622,4152.586838
1924.128826,481,4152.987202
4637.596884,1000,4153.749887
4577.393442,1000,4154.640426
4642.425242,1000,4155.38776
4542.101496,1000,4156.335231
4671.827315,1000,4157.106568
4618.53058,1000,4158.047983
4574.181462,1000,4158.793606
4714.126148,1000,4159.718187
2645.499727,626,4160.190983
4598.104006,1000,4161.139469
1044.068358,289,4161.365017
4601.352086,1000,4162.134778
4636.931242,1000,4163.067346
4430.208545,1000,4163.837836
4689.233518,1000,4164.790553
4273.645767,932,4165.518458
2099.825848,499,4165.892278
1038.769927,280,4166.102188
4620.658377,1000,4167.041036
1710.889266,412,4167.362346
4528.694342,1000,4168.318016
4619.433989,1000,4169.089568
4077.641708,886,4169.947511
3082.172361,693,4170.480854
4410.251863,977,4171.23605
4593.110187,1000,4172.189341
4528.379331,1000,4172.970318
4615.103825,1000,4173.930284
4675.455685,1000,4174.703795
4567.602717,1000,4175.610257
4598.298305,1000,4176.3354
4734.008416,1000,4177.287934
847.302659,248,4177.48066
4681.610466,1000,4178.255579
4535.497073,1000,4179.207797
1355.579289,363,4179.489759
4597.419925,1000,4180.452987
2242.252143,536,4180.868436
705.205644,216,4181.03534
4663.673898,1000,4181.802636
4655.288559,1000,4182.733897
1353.128393,343,4183.000824
1348.48928,345,4183.269458
3713.925747,808,4184.082202
4562.804731,1000,4184.854779
4593.52877,1000,4185.809851
4464.188924,1000,4186.577875
660.848068,209,4186.738115
4635.366952,1000,4187.675211
1694.483174,426,4188.00548
4607.438962,1000,4188.779671
2669.22222,609,4189.433256
1978.943078,467,4189.792319
3164.43043,724,4190.342823
4651.869652,1000,4191.253694
887.707851,253,4191.450572
4614.451533,1000,4192.221308
4543.850661,1000,4193.168244
4641.114591,1000,4193.941813
4556.9425,1000,4194.90048
4662.847944,1000,4195.677078
2741.087177,630,4196.34498
4592.485529,1000,4197.119063
4555.148247,1000,4198.110272
3521.904985,767,4198.699193
4689.287208,1000,4199.467517
4694.992996,1000,4200.4152
4631.931245,1000,4201.18341
3834.261076,829,4201.974588
4450.041728,967,4202.718986
4722.328913,1000,4203.669943
4669.319193,1000,4204.446449
4714.173437,1000,4205.402041
754.47743,223,4205.574618
4750.329667,1000,4206.350684
4631.150861,1000,4207.300967
4154.403117,905,4207.994709
4762.561665,1000,4208.945202
4665.347821,1000,4209.72001
4605.669483,1000,4210.679315
4663.912757,1000,4211.456419
2746.148034,613,4212.111364
4690.09886,1000,4212.8832
3842.099212,800,4213.504866
2687.853862,610,4214.300823
4530.854091,1000,4215.16545
2074.172875,490,4215.586862
1367.561767,343,4216.086623
2038.4879,486,4216.507877
592.413497,196,4216.682164
1334.549922,364,4216.998953
2511.545328,583,4217.528507
4590.944221,1000,4218.623411
4583.473581,1000,4219.489114
4566.089117,1000,4220.554276
4609.078516,1000,4221.420612
4750.757844,1000,4222.509864
4547.234722,1000,4223.372594
4401.702837,949,4224.392841
4669.506767,1000,4225.252408
4660.378332,1000,4226.332654
4541.828368,1000,4227.198766
2213.703355,531,4227.875093
4788.712963,1000,4228.772735
4805.116017,1000,4229.845381
4711.246672,1000,4230.707834
4603.179565,1000,4231.573806
4668.537227,1000,4232.638026
4657.310623,1000,4233.507429
4655.384166,1000,4234.577586
4605.917967,1000,4235.441212
4605.83763,1000,4236.506339
4679.345482,1000,4237.361318
4263.914474,917,4238.352897
2119.753546,491,4238.774374
4634.561887,1000,4239.851895
4595.131851,1000,4240.735046
2780.947176,632,4241.288831
4624.850519,1000,4242.395446
781.503817,235,4242.61116
1034.905602,290,4242.872761
4746.244854,1000,4243.90816
1676.736282,395,4244.245738
2819.200057,629,4244.791143
4665.090086,1000,4245.853482
2681.700025,603,4246.373432
4502.315002,1000,4247.264398
1968.593571,468,4247.871422
4679.280844,1000,4248.74003
4665.622017,1000,4249.802743
4606.401495,1000,4250.660189
4419.478045,1000,4251.729815
4708.459582,1000,4252.600873
4652.219034,1000,4253.688727
4657.914723,1000,4254.564538
4562.357199,1000,4255.644635
572.618002,189,4255.808578
3515.546789,783,4256.504494
1714.967077,416,4256.867263
4524.488646,1000,4257.955547
2804.655682,628,4258.499452
2922.221564,643,4259.0613
4662.927275,1000,4260.165225
4466.877649,1000,4261.048689
4798.316318,1000,4262.126661
1995.69666,471,4262.545135
4583.906598,1000,4263.622469
4539.924013,1000,4264.486267
4468.136231,1000,4265.357566
2938.160704,670,4266.124626
1416.95632,348,4266.431683
4420.22759,948,4267.250268
4442.828948,1000,4268.321771
4595.941472,1000,4269.199666
4743.217871,1000,4270.307046
4085.659929,868,4271.119534
4537.099327,953,4272.155663
4703.305446,1000,4273.041142
4672.989079,1000,4274.126734
1191.132345,316,4274.404779
4510.184908,1000,4275.299986
4625.354383,1000,4276.387034
4628.00994,1000,4277.275932
2205.411592,517,4277.918606
1164.436931,310,4278.192594
4751.65926,1000,4279.07046
4588.755392,1000,4280.140947
4615.075154,1000,4281.007369
4773.075283,1000,4282.067721
4539.705276,1000,4282.933038
4625.539057,1000,4283.993983
4803.396319,1000,4284.860888
3262.065448,728,4285.721244
4550.232154,1000,4286.605532
4638.679272,1000,4287.657954
1292.671172,331,4287.939839
4701.311376,1000,4288.799278
3205.046649,717,4289.629218
4496.26104,1000,4290.49094
1744.096936,430,4290.865472
4631.622774,1000,4291.910345
4486.400585,1000,4293.034945
1632.386978,404,4293.618085
4620.145982,1000,4295.123051
2149.171112,495,4295.642451
4493.494053,1000,4296.998034
4522.616435,948,4298.141499
2203.751302,516,4298.654171
4584.8399,1000,4299.852549
4571.108982,1000,4300.810435
4483.648058,1000,4302.086043
4449.921637,1000,4303.122576
4081.32334,881,4304.091692
4669.417167,1000,4304.958463
4645.426455,1000,4306.011759
2936.754657,658,4306.575585
4494.493408,1000,4307.618207
4681.510082,1000,4308.510743
1386.618437,347,4308.810862
1320.567259,338,4309.104754
4572.051239,1000,4310.170612
4758.928275,1000,4311.004822
3973.078887,870,4311.945807
1861.475068,418,4312.310609
1348.469456,345,4312.623061
4672.13381,1000,4313.66958
4680.636679,1000,4314.528329
4613.043276,1000,4315.572011
4602.751459,1000,4316.423118
4626.010766,1000,4317.520691
4122.773245,872,4318.255253
4648.498962,1000,4319.092039
4701.982846,1000,4320.130827
4613.662059,1000,4320.990427
3504.276639,778,4321.843888
4850.815732,1000,4322.744943
2192.27347,522,4323.388392
4524.041407,1000,4324.232091
3015.893837,686,4324.816358
4745.548099,1000,4325.888029
4585.414998,1000,4326.756479
1908.949322,451,4327.331033
4711.836015,1000,4328.211245
4826.309799,1000,4329.262772
2047.054273,499,4329.685191
4765.103495,1000,4330.526875
2093.311681,481,4331.130865
4727.516753,1000,4331.989984
4749.822471,1000,4333.034195
4585.170489,1000,4333.898007
2717.109324,618,4334.422418
4481.75312,1000,4335.471432
4789.754007,1000,4336.337447
1168.100648,307,4336.593898
4802.329874,1000,4337.677075
1091.356054,286,4337.922665
3307.072687,717,4338.528918
4695.139948,1000,4339.567653
1993.218622,476,4339.978297
4666.408118,1000,4341.01383
4806.106932,1000,4341.860691
3611.670733,808,4342.539164
4586.936185,1000,4343.583327
4664.035268,1000,4344.45598
4652.826009,1000,4345.503419
4666.68488,1000,4346.344065
4662.013875,1000,4347.39006
4621.826951,1000,4348.223166
4763.293537,1000,4349.268954
3097.195195,677,4349.867932
4545.101151,1000,4350.906883
4603.406449,1000,4351.804062
1462.16947,350,4352.107252
4749.849741,1000,4353.156799
3247.635148,710,4353.763879
4715.77156,1000,4354.807085
4602.344055,1000,4355.663185
4710.502693,1000,4356.722935
4446.538949,947,4357.516128
4696.471219,1000,4358.562844
2062.944213,489,4358.984448
2133.890029,482,4359.392656
4517.569434,949,4360.392181
4588.261075,1000,4361.221882
4750.887744,1000,4362.283897
2712.940012,596,4362.7888
1290.920237,340,4363.083523
4690.960451,1000,4364.13364
650.414712,197,4364.302613
4538.53061,1000,4365.137037
4515.315277,1000,4366.182076
2830.90618,634,4366.72519
4680.039202,1000,4367.570179
3582.191948,772,4368.412678
4656.783963,1000,4369.255429
3657.420287,788,4370.11794
4741.301501,1000,4370.998673
4654.432544,1000,4372.067999
617.33449,191,4372.232071
3574.785298,770,4372.870609
4638.866241,1000,4373.904835
4674.483303,1000,4374.75997
4734.177822,1000,4375.82256
4710.811048,1000,4376.686525
1055.203353,287,4376.933578
4293.31869,915,4377.893186
460.82289,163,4378.036255
4864.298588,1000,4378.918469
4721.163635,1000,4379.980382
1204.57204,323,4380.264248
665.520793,209,4380.445772
4667.879758,1000,4381.313967
4571.397159,975,4382.34359
4746.862088,1000,4383.204256
674.107076,211,4383.383629
4545.860515,1000,4384.433745
4657.908596,1000,4385.316895
4704.294283,1000,4386.3646
4604.255576,1000,4387.2167
4682.08321,1000,4388.236761
1395.929784,355,4388.536693
4727.92459,1000,4389.589375
4751.66866,1000,4390.455138
4712.753598,1000,4391.506044
4670.886888,1000,4392.369953
4639.706115,1000,4393.478678
878.562962,258,4393.719191
4110.332745,863,4394.462907
1357.238683,346,4394.770375
4789.851269,1000,4395.844812
4678.249185,1000,4396.721613
4725.493503,1000,4397.801924
4738.997109,1000,4398.669381
2123.315099,489,4399.095949
4646.46695,1000,4400.142841
4690.987168,1000,4400.994439
4660.634559,1000,4402.046288
971.147995,269,4402.287018
617.248214,191,4402.457586
4758.58943,1000,4403.491096
2598.627164,581,4403.99071
4777.605293,1000,4404.83607
4670.444835,1000,4405.902702
4782.328116,1000,4406.74787
3443.17506,750,4407.582141
4681.922224,1000,4408.430526
4749.55559,1000,4409.482119
4610.914274,1000,4410.323401
4767.646075,1000,4411.38529
4676.223579,1000,4412.249427
2639.560229,596,4412.760763
4692.106135,1000,4413.821023
4715.36059,1000,4414.681109
4744.575508,1000,4415.74723
4662.485661,1000,4416.616685
1454.482177,358,4417.131907
4663.472327,1000,4418.001459
1369.701745,350,4418.313697
4681.031904,1000,4419.356103
4698.891682,1000,4420.214793
4700.650483,1000,4421.277511
3204.358237,706,4421.891521
801.148353,232,4422.085972
2675.330812,605,4422.59602
4686.90748,1000,4423.650274
1640.545886,409,4424.001983
4757.759641,1000,4425.018936
4635.613339,1000,4425.860217
3146.573555,693,4426.441667
3726.361504,804,4427.305159
4704.992009,1000,4428.165399
1130.902272,295,4428.609963
4612.964386,1000,4429.469167
4696.508321,1000,4430.324589
4671.64861,1000,4431.382305
745.820118,225,4431.577206
4699.699191,1000,4432.672836
1662.613867,397,4433.032991
3205.156857,711,4433.645329
3377.60944,733,4434.266922
