EpLenMean,Tsallis-q,surrgain,entropy,TimeElapsed,entloss,EpThisIter,explained_variance_tdlam_before,optimgain,EpisodesSoFar,EpRewMean,meankl,TimestepsSoFar
763.25,1.0,0.06998793,6.811069,1241.716329574585,0.0,2,0.9350323975086212,0.06998793,4196,3146.1863706249997,0.019988041,1443840
758.9,1.0,0.022524964,6.8170505,1243.4868013858795,0.0,2,0.8372660577297211,0.022524964,4198,3131.94217415,0.012731142,1445888
763.625,1.0,0.014050289,6.8233933,1245.233725309372,0.0,3,0.6287292540073395,0.014050289,4201,3143.60135965,0.008771918,1447936
762.05,1.0,0.02185424,6.817751,1246.9712853431702,0.0,3,0.9588937684893608,0.02185424,4204,3140.41941385,0.009413965,1449984
750.775,1.0,0.015343143,6.81176,1248.7438955307007,0.0,3,0.9031263813376427,0.015343143,4207,3093.762895825,0.007450935,1452032
746.55,1.0,0.014015417,6.812471,1250.4958934783936,0.0,2,0.8017679452896118,0.014015417,4209,3072.6550161000005,0.010815351,1454080
732.1,1.0,0.01147179,6.8150616,1252.2707905769348,0.0,3,0.8788289278745651,0.01147179,4212,3008.1874487249997,0.006776604,1456128
741.375,1.0,0.01887595,6.818202,1254.0453934669495,0.0,2,0.7745209783315659,0.01887595,4214,3045.899396,0.010306211,1458176
731.7,1.0,0.012467201,6.8194933,1255.7881796360016,0.0,3,0.9015194401144981,0.012467201,4217,3002.82900415,0.008206499,1460224
751.175,1.0,0.019620854,6.8243494,1257.552832365036,0.0,2,0.8992623537778854,0.019620854,4219,3089.143698475,0.013051603,1462272
753.425,1.0,0.016809383,6.8268957,1259.310979604721,0.0,3,0.8886556923389435,0.016809383,4222,3097.172760125,0.015370196,1464320
724.7,1.0,0.037524223,6.824743,1261.074280500412,0.0,4,0.9664920940995216,0.037524223,4226,2958.4152314249995,0.014680347,1466368
741.375,1.0,0.019281756,6.823355,1262.7794427871704,0.0,2,0.8341903388500214,0.019281756,4228,3047.2141072,0.013982604,1468416
767.8,1.0,0.016676571,6.8256927,1264.5389530658722,0.0,3,0.8400830775499344,0.016676571,4231,3163.7376596000004,0.012602968,1470464
766.15,1.0,0.012990549,6.828134,1266.327520608902,0.0,3,0.8718513399362564,0.012990549,4234,3158.72150735,0.0085736,1472512
777.65,1.0,0.01372439,6.8249493,1268.0598921775818,0.0,2,0.7017777562141418,0.01372439,4236,3205.4529189,0.00910699,1474560
782.0,1.0,0.015014182,6.8202257,1269.8054547309875,0.0,2,0.37914562225341797,0.015014182,4238,3216.4187706750004,0.007989598,1476608
763.075,1.0,0.026221547,6.8209143,1271.5648527145386,0.0,2,0.9103019908070564,0.026221547,4240,3135.36229115,0.009710442,1478656
777.225,1.0,0.014778206,6.821296,1273.3249349594116,0.0,3,0.9027193635702133,0.014778206,4243,3189.3193611999995,0.0086040925,1480704
782.0,1.0,0.013822491,6.821384,1275.0792241096497,0.0,2,0.5453566610813141,0.013822491,4245,3212.348903875,0.007448826,1482752
790.775,1.0,0.013585559,6.820923,1276.8352644443512,0.0,3,0.6617551743984222,0.013585559,4248,3251.7309383250004,0.009800635,1484800
792.925,1.0,0.014708087,6.821498,1278.5927646160126,0.0,3,0.6594345271587372,0.014708087,4251,3260.989712125,0.009713702,1486848
806.5,1.0,0.025564805,6.8207936,1280.344749212265,0.0,2,0.7850988060235977,0.025564805,4253,3321.9358974500005,0.011445569,1488896
813.7,1.0,0.0112100225,6.818698,1282.1238927841187,0.0,2,0.5265834629535675,0.0112100225,4255,3355.4093871250006,0.0052539427,1490944
806.525,1.0,0.017268907,6.814548,1283.915872335434,0.0,2,0.9507523141801357,0.017268907,4257,3312.184283175,0.010045877,1492992
804.975,1.0,0.016145982,6.8114104,1285.6998031139374,0.0,3,0.7046279907226562,0.016145982,4260,3297.6673498249997,0.009817483,1495040
803.025,1.0,0.014047955,6.805629,1287.4556002616882,0.0,2,0.8462379276752472,0.014047955,4262,3285.0920784750006,0.009006482,1497088
831.7,1.0,0.014418323,6.7987924,1289.2112312316895,0.0,3,0.7453475594520569,0.014418323,4265,3414.7616668250002,0.007564984,1499136
822.725,1.0,0.017842574,6.7972484,1290.9459207057953,0.0,3,0.9429035745561123,0.017842574,4268,3360.393810125,0.005965472,1501184
801.025,1.0,0.014689274,6.8035007,1292.6884977817535,0.0,3,0.9139216989278793,0.014689274,4271,3256.8076049250003,0.006643438,1503232
812.4,1.0,0.016900234,6.8066382,1294.427865743637,0.0,2,0.7968591898679733,0.016900234,4273,3313.1396798999995,0.015902579,1505280
806.425,1.0,0.0146981785,6.8050513,1296.1759419441223,0.0,3,0.8630487769842148,0.0146981785,4276,3283.73915255,0.006722609,1507328
795.075,1.0,0.014923571,6.8050547,1297.9279131889343,0.0,3,0.8806007578969002,0.014923571,4279,3230.461798125,0.011394258,1509376
814.0,1.0,0.012560458,6.8035913,1299.6749005317688,0.0,2,0.41280001401901245,0.012560458,4281,3314.8987031999995,0.008433139,1511424
833.475,1.0,0.0135752205,6.798827,1301.4094774723053,0.0,2,0.46206116676330566,0.0135752205,4283,3411.2359458249994,0.010845112,1513472
833.475,1.0,0.010391919,6.7963777,1303.1779608726501,0.0,2,0.4907524585723877,0.010391919,4285,3409.964557375,0.004514131,1515520
833.475,1.0,0.018594377,6.7932415,1304.9233584403992,0.0,2,0.5110087692737579,0.018594377,4287,3406.5326181249998,0.0090290345,1517568
852.4,1.0,0.0183266,6.789278,1306.6841781139374,0.0,2,0.7538473159074783,0.0183266,4289,3492.6204003499997,0.011215375,1519616
852.4,1.0,0.015734194,6.7844577,1308.4621796607971,0.0,2,0.39665353298187256,0.015734194,4291,3492.372456025,0.013851663,1521664
841.3,1.0,0.013702297,6.7794104,1310.2171669006348,0.0,3,0.7207694351673126,0.013702297,4294,3449.2628376000002,0.0103674885,1523712
852.7,1.0,0.013282377,6.7823215,1311.968549489975,0.0,2,0.38406991958618164,0.013282377,4296,3498.2329314749995,0.0067879865,1525760
855.5,1.0,0.02222433,6.7877126,1313.6844074726105,0.0,2,0.6551128625869751,0.02222433,4298,3526.6037079249995,0.0091330595,1527808
863.175,1.0,0.012491651,6.789062,1315.4417769908905,0.0,2,0.5060561895370483,0.012491651,4300,3562.053901275,0.010491699,1529856
881.5,1.0,0.012811296,6.7911716,1317.1493220329285,0.0,2,0.4284704923629761,0.012811296,4302,3640.626716224999,0.0046967412,1531904
874.25,1.0,0.013296349,6.793729,1318.83021235466,0.0,3,0.8649815320968628,0.013296349,4305,3611.2967715249993,0.0075479792,1533952
883.525,1.0,0.015986308,6.799595,1320.5721290111542,0.0,3,0.8543928563594818,0.015986308,4308,3649.2948416749996,0.0070987865,1536000
893.125,1.0,0.008659107,6.8051667,1322.3150169849396,0.0,2,0.34252113103866577,0.008659107,4310,3688.894503525,0.0069158776,1538048
908.725,1.0,0.016924534,6.803459,1324.0737025737762,0.0,2,0.3386015295982361,0.016924534,4312,3759.095445475,0.009657998,1540096
898.1,1.0,0.01769035,6.800286,1325.7857115268707,0.0,2,0.775754988193512,0.01769035,4314,3714.1193345250003,0.0079046395,1542144
917.325,1.0,0.016821308,6.795403,1327.475997686386,0.0,2,0.5621443390846252,0.016821308,4316,3803.495116825,0.008641008,1544192
918.625,1.0,0.017562622,6.793694,1329.2436521053314,0.0,3,0.6847105920314789,0.017562622,4319,3814.8498529250005,0.0070743654,1546240
918.625,1.0,0.0229766,6.7908845,1331.0259127616882,0.0,2,0.5755374133586884,0.0229766,4321,3811.9687841500004,0.013098766,1548288
918.625,1.0,0.018191248,6.7890553,1332.7888610363007,0.0,2,0.3919453024864197,0.018191248,4323,3810.236401725,0.009315852,1550336
905.375,1.0,0.014272327,6.789458,1334.567544221878,0.0,2,0.7696522623300552,0.014272327,4325,3753.1735743500003,0.0061660027,1552384
908.625,1.0,0.016360387,6.788329,1336.323561668396,0.0,3,0.8060354292392731,0.016360387,4328,3786.923087775,0.0077929553,1554432
901.65,1.0,0.008903307,6.7907357,1338.0543389320374,0.0,2,0.8321980386972427,0.008903307,4330,3763.3515203,0.009515975,1556480
901.65,1.0,0.014489826,6.7869854,1339.798928976059,0.0,2,0.6119672954082489,0.014489826,4332,3764.3338406499997,0.008063972,1558528
884.875,1.0,0.018130805,6.78016,1341.5595693588257,0.0,3,0.9385149143636227,0.018130805,4335,3693.44925985,0.006733824,1560576
878.1,1.0,0.015245829,6.778234,1343.3150172233582,0.0,3,0.7136801481246948,0.015245829,4338,3668.4709377749996,0.005806313,1562624
850.975,1.0,0.012301058,6.777676,1345.0556185245514,0.0,3,0.9298994541168213,0.012301058,4341,3536.452237974999,0.006965341,1564672
837.925,1.0,0.010862481,6.7761207,1346.7838945388794,0.0,2,0.8460336923599243,0.010862481,4343,3480.89271225,0.0061681448,1566720
832.875,1.0,0.021113083,6.779548,1348.485575914383,0.0,3,0.9809987489134073,0.021113083,4346,3463.0624696750006,0.009254409,1568768
839.325,1.0,0.015596472,6.7854867,1350.2472441196442,0.0,3,0.7369290888309479,0.015596472,4349,3500.626248775,0.009317633,1570816
839.325,1.0,0.011897269,6.7850413,1352.010064125061,0.0,2,0.3940136432647705,0.011897269,4351,3500.1209337749997,0.009262632,1572864
845.775,1.0,0.014169626,6.7863493,1353.779899597168,0.0,2,0.8572955578565598,0.014169626,4353,3528.8842078000002,0.012290107,1574912
805.6,1.0,0.021161824,6.7841773,1355.5240268707275,0.0,4,0.9704271797090769,0.021161824,4357,3326.7503518,0.009336433,1576960
815.65,1.0,0.016441949,6.773918,1357.2895293235779,0.0,2,0.43511563539505005,0.016441949,4359,3370.79250735,0.008061077,1579008
803.2,1.0,0.010978831,6.7692785,1359.0747003555298,0.0,2,0.806041806936264,0.010978831,4361,3320.4924764750003,0.007708359,1581056
803.2,1.0,0.013605032,6.7653785,1360.8104457855225,0.0,3,0.39017200469970703,0.013605032,4364,3322.4961272749997,0.008026994,1583104
790.35,1.0,0.014743676,6.7590327,1362.5831067562103,0.0,3,0.8501144796609879,0.014743676,4367,3263.533953475,0.008485156,1585152
785.075,1.0,0.014305107,6.7547617,1364.3202471733093,0.0,2,0.7621356099843979,0.014305107,4369,3231.2326645000003,0.010521118,1587200
764.6,1.0,0.015525205,6.7529006,1366.058931350708,0.0,3,0.7036707997322083,0.015525205,4372,3132.6854056,0.014460778,1589248
783.525,1.0,0.012277556,6.752195,1367.8332583904266,0.0,3,0.7433224618434906,0.012277556,4375,3215.3111478250003,0.008080248,1591296
790.3,1.0,0.012308905,6.754153,1369.5929749011993,0.0,2,0.4182741045951843,0.012308905,4377,3241.7381634,0.0045612454,1593344
790.3,1.0,0.012468779,6.754969,1371.3285121917725,0.0,2,0.4744904041290283,0.012468779,4379,3241.6737694249996,0.0072151436,1595392
817.425,1.0,0.026137382,6.7523265,1373.094826221466,0.0,2,0.5524249076843262,0.026137382,4381,3382.7784847749995,0.011055304,1597440
829.4,1.0,0.018964328,6.7454815,1374.8607988357544,0.0,2,0.8123715817928314,0.018964328,4383,3438.656963499999,0.014036028,1599488
846.325,1.0,0.018209577,6.736782,1376.646292924881,0.0,2,0.8426942229270935,0.018209577,4385,3506.5016042,0.015046658,1601536
849.75,1.0,0.00991808,6.7312098,1378.4127991199493,0.0,2,0.5105049908161163,0.00991808,4387,3515.6960139499997,0.006545389,1603584
847.425,1.0,0.020101296,6.7270217,1380.1780071258545,0.0,3,0.8943853005766869,0.020101296,4390,3486.6015421,0.005851929,1605632
851.925,1.0,0.013153143,6.721221,1381.9284179210663,0.0,2,0.450473427772522,0.013153143,4392,3511.716042025,0.008483679,1607680
851.725,1.0,0.015156185,6.7189646,1383.7017266750336,0.0,2,0.7503913044929504,0.015156185,4394,3518.8735817,0.010037224,1609728
878.15,1.0,0.016438512,6.722654,1385.4703574180603,0.0,2,0.8092645853757858,0.016438512,4396,3640.89115895,0.0078737885,1611776
884.95,1.0,0.010325565,6.727537,1387.2131597995758,0.0,2,0.6146848201751709,0.010325565,4398,3685.25909305,0.007265278,1613824
894.525,1.0,0.019960001,6.7368436,1388.9756004810333,0.0,3,0.7360786199569702,0.019960001,4401,3732.6325943,0.010005679,1615872
894.525,1.0,0.009665629,6.7475495,1390.7286911010742,0.0,2,0.4816017746925354,0.009665629,4403,3734.68759545,0.0076842047,1617920
877.225,1.0,0.019274771,6.7526946,1392.4869527816772,0.0,3,0.7923817187547684,0.019274771,4406,3647.8539611749998,0.010999681,1619968
881.325,1.0,0.01745644,6.755407,1394.2438263893127,0.0,2,0.7270227074623108,0.01745644,4408,3666.92166255,0.011831039,1622016
879.95,1.0,0.012670062,6.7618384,1395.9706919193268,0.0,3,0.7041500508785248,0.012670062,4411,3665.4930416999996,0.009781059,1624064
896.35,1.0,0.021949679,6.7666306,1397.7223615646362,0.0,3,0.714261919260025,0.021949679,4414,3743.7060348,0.013121287,1626112
865.025,1.0,0.020090267,6.7641263,1399.4535994529724,0.0,3,0.9588464461266994,0.020090267,4417,3598.71676775,0.0131554715,1628160
865.025,1.0,0.012954411,6.7596164,1401.2194349765778,0.0,2,0.4808546304702759,0.012954411,4419,3600.51226075,0.010275735,1630208
865.025,1.0,0.017938327,6.7554927,1402.9788694381714,0.0,2,0.6121828556060791,0.017938327,4421,3597.9482080499997,0.00888422,1632256
866.1,1.0,0.013353406,6.7530165,1404.7291433811188,0.0,2,0.5329438149929047,0.013353406,4423,3603.8215085999996,0.00858537,1634304
871.275,1.0,0.021955058,6.745108,1406.4908044338226,0.0,2,0.7916676998138428,0.021955058,4425,3633.28013695,0.009778456,1636352
857.65,1.0,0.018100604,6.734742,1408.242865562439,0.0,3,0.8568918853998184,0.018100604,4428,3579.0484221249994,0.009717625,1638400
875.275,1.0,0.013606999,6.732144,1409.9713850021362,0.0,2,0.7337661385536194,0.013606999,4430,3693.0176168499993,0.007898202,1640448
871.625,1.0,0.01657192,6.7324243,1411.7232813835144,0.0,2,0.8231590092182159,0.01657192,4432,3671.5461519749997,0.012739453,1642496
866.85,1.0,0.015563801,6.732176,1413.4875040054321,0.0,2,0.8344351649284363,0.015563801,4434,3649.09547665,0.0074642375,1644544
855.675,1.0,0.019189877,6.729284,1415.2258670330048,0.0,3,0.733212947845459,0.019189877,4437,3600.1943277,0.009372154,1646592
830.9,1.0,0.025487915,6.723025,1416.961960554123,0.0,3,0.949317492544651,0.025487915,4440,3490.5629697000004,0.010320095,1648640
830.9,1.0,0.017512893,6.723174,1418.7503128051758,0.0,2,0.46335911750793457,0.017512893,4442,3497.461213025,0.008918882,1650688
835.1,1.0,0.014754153,6.7242413,1420.4922466278076,0.0,3,0.8732051998376846,0.014754153,4445,3525.424484,0.0107478285,1652736
859.625,1.0,0.0234904,6.7234817,1422.2776308059692,0.0,2,0.8547410368919373,0.0234904,4447,3638.1166010750007,0.010141058,1654784
850.375,1.0,0.017796025,6.720827,1423.9951293468475,0.0,2,0.8018014580011368,0.017796025,4449,3595.9138564500004,0.0077275718,1656832
864.0,1.0,0.020819275,6.714572,1425.73259973526,0.0,2,0.6551444232463837,0.020819275,4451,3648.7455983249993,0.009927071,1658880
866.075,1.0,0.014981596,6.710702,1427.4654471874237,0.0,3,0.651307225227356,0.014981596,4454,3666.6954589499996,0.008504255,1660928
836.175,1.0,0.024397334,6.71058,1429.1807878017426,0.0,4,0.9768408369272947,0.024397334,4458,3508.9584599249997,0.014066592,1662976
832.975,1.0,0.019267704,6.70938,1430.934608221054,0.0,2,0.7873122841119766,0.019267704,4460,3495.7840108000005,0.013299048,1665024
827.525,1.0,0.031591356,6.7075176,1432.700870513916,0.0,3,0.9363117441534996,0.031591356,4463,3472.8022776,0.015886117,1667072
811.2,1.0,0.024138812,6.7053494,1434.4673807621002,0.0,3,0.9403758496046066,0.024138812,4466,3396.3753056250002,0.012437847,1669120
796.6,1.0,0.018197149,6.705234,1436.2051453590393,0.0,3,0.8808994516730309,0.018197149,4469,3325.2612305749994,0.012980064,1671168
800.25,1.0,0.019869637,6.7056007,1437.9266333580017,0.0,2,0.7091885209083557,0.019869637,4471,3333.845953275,0.009598289,1673216
782.7,1.0,0.030920655,6.705847,1439.6480762958527,0.0,2,0.947439294308424,0.030920655,4473,3259.7997441499997,0.020325208,1675264
792.65,1.0,0.0150361,6.7037444,1441.3742234706879,0.0,3,0.8528156578540802,0.0150361,4476,3307.5734368999997,0.0084876185,1677312
806.5,1.0,0.014986581,6.7010508,1443.1203444004059,0.0,2,0.5342581570148468,0.014986581,4478,3377.353034825,0.011901511,1679360
804.875,1.0,0.020131836,6.700937,1444.8904964923859,0.0,3,0.8555932343006134,0.020131836,4481,3355.9511707750003,0.013244497,1681408
793.7,1.0,0.026628636,6.7036405,1446.6497821807861,0.0,2,0.7881041616201401,0.026628636,4483,3306.336399325,0.010659994,1683456
803.85,1.0,0.020803684,6.7021847,1448.3700685501099,0.0,2,0.4772779941558838,0.020803684,4485,3354.226329825,0.016880868,1685504
796.7,1.0,0.012864709,6.699454,1450.1012020111084,0.0,3,0.7665979415178299,0.012864709,4488,3319.7575606499995,0.008437157,1687552
784.575,1.0,0.015322655,6.696413,1451.8227264881134,0.0,3,0.843059778213501,0.015322655,4491,3260.9886140249996,0.0076862434,1689600
794.2,1.0,0.01644877,6.6901927,1453.5729911327362,0.0,2,0.8128348886966705,0.01644877,4493,3308.2521491000007,0.010206684,1691648
799.65,1.0,0.016955383,6.686862,1455.3285028934479,0.0,3,0.8477823883295059,0.016955383,4496,3328.158476075,0.0084396005,1693696
832.225,1.0,0.013972282,6.680307,1457.1044466495514,0.0,2,0.3941444754600525,0.013972282,4498,3499.6448004749996,0.012149827,1695744
835.425,1.0,0.019707914,6.671394,1458.8717505931854,0.0,2,0.7041457891464233,0.019707914,4500,3510.4137430250003,0.010668094,1697792
838.45,1.0,0.015185058,6.6667404,1460.6262032985687,0.0,2,0.6366020143032074,0.015185058,4502,3502.70296865,0.0084019145,1699840
851.525,1.0,0.009168717,6.6672277,1462.4042656421661,0.0,2,0.3919263482093811,0.009168717,4504,3557.1021718500006,0.010492241,1701888
836.025,1.0,0.0200873,6.6636086,1464.1802694797516,0.0,3,0.9654341898858547,0.0200873,4507,3479.36847095,0.0068719056,1703936
849.575,1.0,0.027296718,6.6582007,1465.951364994049,0.0,2,0.8096117228269577,0.027296718,4509,3551.6492630499997,0.01157487,1705984
850.625,1.0,0.019462312,6.655676,1467.7344346046448,0.0,3,0.8742666095495224,0.019462312,4512,3560.6651506249996,0.011058173,1708032
860.925,1.0,0.019276977,6.6554303,1469.4883127212524,0.0,2,0.5126383304595947,0.019276977,4514,3597.1407257750006,0.012663549,1710080
866.3,1.0,0.018160025,6.651274,1471.237384557724,0.0,2,0.9529608078300953,0.018160025,4516,3624.244365975,0.007007878,1712128
851.175,1.0,0.02580161,6.6474266,1472.935308933258,0.0,3,0.9536698758602142,0.02580161,4519,3551.1360174,0.01156529,1714176
827.775,1.0,0.020959802,6.6443214,1474.697196006775,0.0,3,0.9529551267623901,0.020959802,4522,3445.453383825,0.011807011,1716224
817.325,1.0,0.018605623,6.6417217,1476.4917702674866,0.0,3,0.9144743010401726,0.018605623,4525,3386.2340986249997,0.011428393,1718272
800.225,1.0,0.01966029,6.6357718,1478.2648463249207,0.0,4,0.8466185629367828,0.01966029,4529,3319.4900798000003,0.007882491,1720320
795.6,1.0,0.01884076,6.6296024,1480.0404613018036,0.0,2,0.7962458431720734,0.01884076,4531,3301.2026721750008,0.011183643,1722368
793.625,1.0,0.017613985,6.627349,1481.8093326091766,0.0,3,0.8202821612358093,0.017613985,4534,3284.4647851,0.007381213,1724416
789.375,1.0,0.025225068,6.629789,1483.5343525409698,0.0,3,0.8378067761659622,0.025225068,4537,3266.6159269499994,0.0131219905,1726464
766.725,1.0,0.016819626,6.6314783,1485.290207862854,0.0,3,0.8854523673653603,0.016819626,4540,3157.987368675,0.011175929,1728512
759.425,1.0,0.026232857,6.630242,1487.0620112419128,0.0,2,0.9469081275165081,0.026232857,4542,3147.5013442,0.009892352,1730560
762.325,1.0,0.015717104,6.6333094,1488.822764158249,0.0,3,0.7279287874698639,0.015717104,4545,3153.4494002,0.011966216,1732608
783.8,1.0,0.016036797,6.6398854,1490.5603742599487,0.0,2,0.4898104667663574,0.016036797,4547,3260.27759015,0.0069441944,1734656
776.525,1.0,0.01925964,6.6474977,1492.302797794342,0.0,2,0.7496183812618256,0.01925964,4549,3220.850838175,0.01005612,1736704
774.175,1.0,0.013732677,6.6541753,1494.0276246070862,0.0,3,0.8484068214893341,0.013732677,4552,3218.6617936,0.008683123,1738752
769.125,1.0,0.01310463,6.649788,1495.7763235569,0.0,2,0.7798571139574051,0.01310463,4554,3206.0930235,0.008576578,1740800
756.375,1.0,0.018364202,6.6443815,1497.5479090213776,0.0,3,0.782719224691391,0.018364202,4557,3135.7619144249998,0.012817661,1742848
761.625,1.0,0.020090926,6.64086,1499.2679135799408,0.0,3,0.9449404552578926,0.020090926,4560,3164.478189625,0.014645425,1744896
771.725,1.0,0.01788709,6.638393,1501.036001443863,0.0,2,0.781420961022377,0.01788709,4562,3212.362441125,0.008223284,1746944
775.4,1.0,0.016477104,6.6313457,1502.8041179180145,0.0,3,0.8527776598930359,0.016477104,4565,3236.9794620499997,0.011625293,1748992
791.3,1.0,0.012872845,6.626377,1504.5870926380157,0.0,3,0.7165546417236328,0.012872845,4568,3307.1915144750005,0.008949345,1751040
802.175,1.0,0.010734154,6.6292706,1506.3785948753357,0.0,2,0.5497342646121979,0.010734154,4570,3352.0423723500003,0.008949645,1753088
806.5,1.0,0.01730154,6.6330657,1508.1576187610626,0.0,2,0.8550427556037903,0.01730154,4572,3366.301980625,0.009619296,1755136
812.625,1.0,0.01218008,6.637488,1509.921246767044,0.0,2,0.8125028312206268,0.01218008,4574,3399.375906325,0.00888456,1757184
819.75,1.0,0.019142771,6.6386805,1511.6993253231049,0.0,3,0.8194675147533417,0.019142771,4577,3432.869690825,0.0073001385,1759232
829.95,1.0,0.025182568,6.6369905,1513.4590463638306,0.0,2,0.8209922611713409,0.025182568,4579,3485.493029425,0.013588238,1761280
830.4,1.0,0.013533497,6.635526,1515.2415940761566,0.0,3,0.8358691036701202,0.013533497,4582,3483.5418258500004,0.00931857,1763328
841.775,1.0,0.018752726,6.6341558,1516.9969673156738,0.0,2,0.5046338737010956,0.018752726,4584,3541.4047662750004,0.007869082,1765376
835.425,1.0,0.013858192,6.630945,1518.8069429397583,0.0,2,0.8526814132928848,0.013858192,4586,3512.4078565749996,0.008909039,1767424
835.425,1.0,0.017097633,6.634514,1520.618735551834,0.0,2,0.5003000795841217,0.017097633,4588,3514.0438905749993,0.010101546,1769472
842.8,1.0,0.016200647,6.6400166,1522.4099307060242,0.0,2,0.46488767862319946,0.016200647,4590,3544.6341445,0.01028998,1771520
855.225,1.0,0.020098766,6.6416297,1524.1935069561005,0.0,2,0.7278158068656921,0.020098766,4592,3600.862371275,0.007787753,1773568
860.275,1.0,0.014255722,6.640144,1525.9621362686157,0.0,2,0.4237178564071655,0.014255722,4594,3626.14782425,0.007903014,1775616
876.925,1.0,0.01594878,6.6396184,1527.7622818946838,0.0,2,0.514929860830307,0.01594878,4596,3699.631492424999,0.009475237,1777664
886.925,1.0,0.015932927,6.6367164,1530.0127189159393,0.0,2,0.3862266540527344,0.015932927,4598,3750.531422575,0.013215307,1779712
903.95,1.0,0.015852693,6.6376934,1531.9228777885437,0.0,2,0.5676354765892029,0.015852693,4600,3822.5695900249993,0.008151681,1781760
915.525,1.0,0.0111024175,6.6398563,1533.7153849601746,0.0,2,0.4109642505645752,0.0111024175,4602,3870.088297825,0.009340888,1783808
933.475,1.0,0.009526919,6.63842,1535.4997594356537,0.0,2,0.420010507106781,0.009526919,4604,3945.5010745499994,0.0058935527,1785856
936.15,1.0,0.013917485,6.6329713,1537.265325307846,0.0,3,0.698223888874054,0.013917485,4607,3959.493749825,0.008856462,1787904
936.15,1.0,0.013754305,6.621591,1539.0691006183624,0.0,2,0.5183441638946533,0.013754305,4609,3958.1164055500003,0.0075842277,1789952
936.15,1.0,0.01086,6.61731,1540.8200988769531,0.0,2,0.4899117946624756,0.01086,4611,3967.6557592750005,0.006328807,1792000
954.375,1.0,0.01890749,6.6144147,1542.618272304535,0.0,2,0.7702897489070892,0.01890749,4613,4044.6571304,0.012878541,1794048
954.375,1.0,0.012956168,6.6102576,1544.3876776695251,0.0,2,0.5611696243286133,0.012956168,4615,4032.6510901749994,0.008049207,1796096
953.45,1.0,0.021824665,6.6056,1546.2665622234344,0.0,3,0.7178366184234619,0.021824665,4618,4018.36963385,0.015602022,1798144
934.3,1.0,0.020494713,6.6002216,1548.057593345642,0.0,2,0.7929184436798096,0.020494713,4620,3923.3927692999996,0.0109118,1800192
945.675,1.0,0.018844392,6.5962005,1549.8239402770996,0.0,3,0.8290432542562485,0.018844392,4623,3979.571293675,0.009378657,1802240
937.5,1.0,0.0142329605,6.5954676,1551.573472738266,0.0,2,0.7953206300735474,0.0142329605,4625,3936.7624340499997,0.008920796,1804288
943.85,1.0,0.015804395,6.595827,1553.3684632778168,0.0,2,0.4406001567840576,0.015804395,4627,3971.0502002499998,0.007699092,1806336
930.4,1.0,0.014437329,6.592322,1555.1313853263855,0.0,3,0.7299887239933014,0.014437329,4630,3904.75540205,0.0071365642,1808384
926.125,1.0,0.017936904,6.589356,1556.9202132225037,0.0,2,0.7948807328939438,0.017936904,4632,3884.6010728499996,0.008955872,1810432
926.125,1.0,0.013958186,6.592135,1558.6987438201904,0.0,2,0.34908491373062134,0.013958186,4634,3882.725136925,0.0068986984,1812480
926.125,1.0,0.018679637,6.593635,1560.4716303348541,0.0,2,0.6078615486621857,0.018679637,4636,3878.8551886750006,0.010363899,1814528
926.125,1.0,0.01686316,6.5900593,1562.2571985721588,0.0,2,0.48207831382751465,0.01686316,4638,3880.20612475,0.010175208,1816576
891.9,1.0,0.0158869,6.590828,1564.034698009491,0.0,4,0.7922178208827972,0.0158869,4642,3720.881731,0.008447121,1818624
880.975,1.0,0.016585056,6.5954294,1565.801670074463,0.0,2,0.8208099156618118,0.016585056,4644,3672.015494875,0.010032532,1820672
875.65,1.0,0.016530309,6.5993567,1567.5755445957184,0.0,2,0.8559586256742477,0.016530309,4646,3644.3783670250004,0.0117989,1822720
872.85,1.0,0.013858202,6.6008277,1569.3577299118042,0.0,3,0.6894045472145081,0.013858202,4649,3625.0830895499994,0.009243243,1824768
853.25,1.0,0.02069041,6.60839,1571.1348588466644,0.0,3,0.7858479768037796,0.02069041,4652,3542.9836848749997,0.00999406,1826816
853.25,1.0,0.020811453,6.614633,1572.908584356308,0.0,2,0.4025978446006775,0.020811453,4654,3551.466646375,0.012923357,1828864
853.25,1.0,0.020182647,6.6151104,1574.690753698349,0.0,2,0.38296473026275635,0.020182647,4656,3557.7630892250004,0.011766699,1830912
865.925,1.0,0.015155172,6.617282,1576.4702348709106,0.0,2,0.43354570865631104,0.015155172,4658,3616.345596875,0.010668455,1832960
883.05,1.0,0.014110291,6.6233835,1578.2431910037994,0.0,2,0.808589369058609,0.014110291,4660,3705.117090975,0.011347803,1835008
883.025,1.0,0.011017566,6.627041,1580.0076503753662,0.0,2,0.8247779607772827,0.011017566,4662,3693.95205495,0.006484682,1837056
884.125,1.0,0.018761715,6.6310687,1581.7922406196594,0.0,3,0.7117012143135071,0.018761715,4665,3700.9144311249997,0.013096218,1839104
884.125,1.0,0.015631668,6.629387,1583.5439989566803,0.0,2,0.378156840801239,0.015631668,4667,3700.983564025,0.007335781,1841152
876.075,1.0,0.012578422,6.6302147,1585.2970633506775,0.0,2,0.8005635887384415,0.012578422,4669,3662.9097013000005,0.006970424,1843200
889.525,1.0,0.011812264,6.631472,1587.0632393360138,0.0,2,0.41274768114089966,0.011812264,4671,3729.059358475,0.008837177,1845248
